sentence,neg,neu,pos,compound
"""Alec, you're going to lie down here.",0.0,1.0,0.0,0.0
If any one comes in you act drunk.,0.255,0.745,0.0,-0.34
"You do what I sayif you don't I'll probably kill you.""",0.0,0.707,0.293,0.5773
There was another moment while they stared at each other.,0.0,1.0,0.0,0.0
"Then Amory went briskly to the bureau and, taking his pocketbook, beckoned peremptorily to the girl.",0.0,1.0,0.0,0.0
"He heard one word from Alec that sounded like ""penitentiary,"" then he and Jill were in the bathroom with the door bolted behind them.",0.0,0.902,0.098,0.3612
"""You're here with me,"" he said sternly.",0.0,1.0,0.0,0.0
"""You've been with me all evening.""",0.0,1.0,0.0,0.0
"She nodded, gave a little half cry.",0.361,0.639,0.0,-0.4256
In a second he had the door of the other room open and three men entered.,0.0,1.0,0.0,0.0
There was an immediate flood of electric light and he stood there blinking.,0.0,1.0,0.0,0.0
"""You've been playing a little too dangerous a game, young man!""",0.261,0.588,0.151,-0.3212
Amory laughed.,0.0,0.25,0.75,0.4588
"""Well?""",0.0,1.0,0.0,0.0
The leader of the trio nodded authoritatively at a burly man in a check suit.,0.0,1.0,0.0,0.0
"""All right, Olson.""",0.0,1.0,0.0,0.0
"""I got you, Mr. O'May,"" said Olson, nodding.",0.0,1.0,0.0,0.0
"The other two took a curious glance at their quarry and then withdrew, closing the door angrily behind them.",0.133,0.758,0.109,-0.128
The burly man regarded Amory contemptuously.,0.405,0.595,0.0,-0.5267
"""Didn't you ever hear of the Mann Act?",0.0,1.0,0.0,0.0
"Coming down here with her,"" he indicated the girl with his thumb, ""with a New York license on your carto a hotel like this.""",0.0,0.894,0.106,0.3612
He shook his head implying that he had struggled over Amory but now gave him up.,0.172,0.828,0.0,-0.2263
"""Well,"" said Amory rather impatiently, ""what do you want us to do?""",0.193,0.714,0.093,-0.34
"""Get dressed, quickand tell your friend not to make such a racket.""",0.0,0.758,0.242,0.4939
"Jill was sobbing noisily on the bed, but at these words she subsided sulkily and, gathering up her clothes, retired to the bathroom.",0.076,0.924,0.0,-0.2023
As Amory slipped into Alec's B. V. D.'s he found that his attitude toward the situation was agreeably humorous.,0.0,0.766,0.234,0.6369
The aggrieved virtue of the burly man made him want to laugh.,0.0,0.539,0.461,0.7717
"""Anybody else here?""",0.0,1.0,0.0,0.0
"demanded Olson, trying to look keen and ferretlike.",0.183,0.577,0.24,0.1531
"""Fellow who had the rooms,"" said Amory carelessly.",0.222,0.778,0.0,-0.25
"""He's drunk as an owl, though.",0.324,0.676,0.0,-0.34
"Been in there asleep since six o'clock.""",0.0,1.0,0.0,0.0
"""I'll take a look at him presently.""",0.0,1.0,0.0,0.0
"""How did you find out?""",0.0,1.0,0.0,0.0
asked Amory curiously.,0.0,1.0,0.0,0.0
"""Night clerk saw you go upstairs with this woman.""",0.0,1.0,0.0,0.0
"Amory nodded Jill reappeared from the bathroom, completely if rather untidily arrayed.",0.0,1.0,0.0,0.0
"""Now then,"" began Olson, producing a notebook, ""I want your real namesno damn John Smith or Mary Brown.""",0.142,0.789,0.068,-0.34
"""Wait a minute,"" said Amory quietly.",0.0,1.0,0.0,0.0
"""Just drop that bigbully stuff.",0.344,0.656,0.0,-0.2732
"We merely got caught, that's all.""",0.0,1.0,0.0,0.0
Olson glared at him.,0.0,1.0,0.0,0.0
"""Name?""",0.0,1.0,0.0,0.0
he snapped.,0.0,1.0,0.0,0.0
Amory gave his name and New York address.,0.0,1.0,0.0,0.0
"""And the lady?""",0.0,1.0,0.0,0.0
"""Miss Jill"" ""Say,"" cried Olson indignantly, ""just ease up on the nursery rhymes.",0.251,0.599,0.15,-0.1779
What's your name?,0.0,1.0,0.0,0.0
Sarah Murphy?,0.0,1.0,0.0,0.0
"Minnie Jackson?""",0.0,1.0,0.0,0.0
"""Oh, my God!""",0.0,1.0,0.0,0.0
cried the girl cupping her tearstained face in her hands.,0.224,0.776,0.0,-0.3818
"""I don't want my mother to know.",0.169,0.831,0.0,-0.0572
"I don't want my mother to know.""",0.196,0.804,0.0,-0.0572
"""Come on now!""",0.0,1.0,0.0,0.0
"""Shut up!""",0.0,1.0,0.0,0.0
cried Amory at Olson.,0.464,0.536,0.0,-0.3818
An instant's pause.,0.0,1.0,0.0,0.0
"""Stella Robbins,"" she faltered finally.",0.0,1.0,0.0,0.0
"""General Delivery, Rugway, New Hampshire.""",0.0,1.0,0.0,0.0
Olson snapped his notebook shut and looked at them very ponderously.,0.0,1.0,0.0,0.0
"""By rights the hotel could turn the evidence over to the police and you'd go to penitentiary, you would, for bringin' a girl from one State to 'nother f'r immoral purp'ses"" He paused to let the majesty of his words sink in.",0.07,0.93,0.0,-0.4588
"""Butthe hotel is going to let you off.""",0.0,1.0,0.0,0.0
"""It doesn't want to get in the papers,"" cried Jill fiercely.",0.298,0.702,0.0,-0.4257
"""Let us off!",0.0,1.0,0.0,0.0
"Huh!""",0.0,1.0,0.0,0.0
A great lightness surrounded Amory.,0.0,0.423,0.577,0.6249
He realized that he was safe and only then did he appreciate the full enormity of what he might have incurred.,0.0,0.772,0.228,0.6808
"""However,"" continued Olson, ""there's a protective association among the hotels.",0.0,1.0,0.0,0.0
"There's been too much of this stuff, and we got a 'rangement with the newspapers so that you get a little free publicity.",0.0,0.869,0.131,0.4601
"Not the name of the hotel, but just a line sayin' that you had a little trouble in 'lantic City.",0.155,0.845,0.0,-0.4785
"See?""",0.0,1.0,0.0,0.0
"""I see.""",0.0,1.0,0.0,0.0
"""You're gettin' off lightdamn lightbut"" ""Come on,"" said Amory briskly.",0.0,1.0,0.0,0.0
"""Let's get out of here.",0.0,1.0,0.0,0.0
"We don't need a valedictory.""",0.0,1.0,0.0,0.0
Olson walked through the bathroom and took a cursory glance at Alec's still form.,0.0,1.0,0.0,0.0
Then he extinguished the lights and motioned them to follow him.,0.0,1.0,0.0,0.0
As they walked into the elevator Amory considered a piece of bravadoyielded finally.,0.0,1.0,0.0,0.0
He reached out and tapped Olson on the arm.,0.0,0.851,0.149,0.1027
"""Would you mind taking off your hat?",0.0,1.0,0.0,0.0
"There's a lady in the elevator.""",0.0,1.0,0.0,0.0
Olson's hat came off slowly.,0.0,1.0,0.0,0.0
"There was a rather embarrassing two minutes under the lights of the lobby while the night clerk and a few belated guests stared at them curiously the loudly dressed girl with bent head, the handsome young man with his chin several points aloft the inference was quite obvious.",0.052,0.862,0.086,0.1779
Then the chill outdoorswhere the salt air was fresher and keener still with the first hints of morning.,0.0,0.919,0.081,0.128
"""You can get one of those taxis and beat it,"" said Olson, pointing to the blurred outline of two machines whose drivers were presumably asleep inside.",0.0,1.0,0.0,0.0
"""Goodby,"" said Olson.",0.0,1.0,0.0,0.0
"He reached in his pocket suggestively, but Amory snorted, and, taking the girl's arm, turned away.",0.0,0.926,0.074,0.0516
"""Where did you tell the driver to go?""",0.0,1.0,0.0,0.0
she asked as they whirled along the dim street.,0.0,1.0,0.0,0.0
"""The station.""",0.0,1.0,0.0,0.0
"""If that guy writes my mother"" ""He won't.",0.0,1.0,0.0,0.0
"Nobody'll ever know about thisexcept our friends and enemies.""",0.0,0.721,0.279,0.4767
Dawn was breaking over the sea.,0.0,1.0,0.0,0.0
"""It's getting blue,"" she said.",0.0,1.0,0.0,0.0
"""It does very well,"" agreed Amory critically, and then as an afterthought ""It's almost breakfasttimedo you want something to eat?""",0.0,0.841,0.159,0.3431
"""Food"" she said with a cheerful laugh.",0.0,0.36,0.64,0.7964
"""Food is what queered the party.",0.0,0.649,0.351,0.4019
We ordered a big supper to be sent up to the room about two o'clock.,0.0,1.0,0.0,0.0
"Alec didn't give the waiter a tip, so I guess the little bastard snitched.""",0.226,0.774,0.0,-0.4951
Jill's low spirits seemed to have gone faster than the scattering night.,0.16,0.84,0.0,-0.2732
"""Let me tell you,"" she said emphatically, ""when you want to stage that sorta party stay away from liquor, and when you want to get tight stay away from bedrooms.""",0.0,0.844,0.156,0.4601
"""I'll remember.""",0.0,1.0,0.0,0.0
He tapped suddenly at the glass and they drew up at the door of an allnight restaurant.,0.0,1.0,0.0,0.0
"""Is Alec a great friend of yours?""",0.0,0.354,0.646,0.8074
"asked Jill as they perched themselves on high stools inside, and set their elbows on the dingy counter.",0.0,1.0,0.0,0.0
"""He used to be.",0.0,1.0,0.0,0.0
"He probably won't want to be any moreand never understand why.""",0.109,0.891,0.0,-0.0572
"""It was sorta crazy you takin' all that blame.",0.392,0.608,0.0,-0.5434
Is he pretty important?,0.0,0.286,0.714,0.6124
"Kinda more important than you are?""",0.0,0.734,0.266,0.2058
Amory laughed.,0.0,0.25,0.75,0.4588
"""That remains to be seen,"" he answered.",0.0,1.0,0.0,0.0
"""That's the question.""",0.0,1.0,0.0,0.0
"THE COLLAPSE OF SEVERAL PILLARS Two days later back in New York Amory found in a newspaper what he had been searching fora dozen lines which announced to whom it might concern that Mr. Amory Blaine, who ""gave his address"" as, etc., had been requested to leave his hotel in Atlantic City because of entertaining in his room a lady not his wife.",0.078,0.878,0.044,-0.3034
"Then he started, and his fingers trembled, for directly above was a longer paragraph of which the first words were ""Mr. and Mrs. Leland R. Connage are announcing the engagement of their daughter, Rosalind, to Mr. J. Dawson Ryder, of Hartford, Connecticut"" He dropped the paper and lay down on his bed with a frightened, sinking sensation in the pit of his stomach.",0.076,0.879,0.045,-0.25
"She was gone, definitely, finally gone.",0.0,0.649,0.351,0.4019
"Until now he had half unconsciously cherished the hope deep in his heart that some day she would need him and send for him, cry that it had been a mistake, that her heart ached only for the pain she had caused him.",0.213,0.672,0.116,-0.6369
"Never again could he find even the sombre luxury of wanting hernot this Rosalind, harder, oldernor any beaten, broken woman that his imagination brought to the door of his fortiesAmory had wanted her youth, the fresh radiance of her mind and body, the stuff that she was selling now once and for all.",0.099,0.822,0.079,-0.296
"So far as he was concerned, young Rosalind was dead.",0.323,0.677,0.0,-0.6486
"A day later came a crisp, terse letter from Mr. Barton in Chicago, which informed him that as three more streetcar companies had gone into the hands of receivers he could expect for the present no further remittances.",0.059,0.941,0.0,-0.296
"Last of all, on a dazed Sunday night, a telegram told him of Monsignor Darcy's sudden death in Philadelphia five days before.",0.237,0.763,0.0,-0.6808
He knew then what it was that he had perceived among the curtains of the room in Atlantic City.,0.0,1.0,0.0,0.0
"CHAPTER V. The Egotist Becomes a Personage ""A fathom deep in sleep I lie With old desires, restrained before, To clamor lifeward with a cry, As dark flies out the greying door And so in quest of creeds to share I seek assertive day again...",0.137,0.815,0.047,-0.6369
But old monotony is there Endless avenues of rain.,0.0,1.0,0.0,0.0
"Oh, might I rise again!",0.0,1.0,0.0,0.0
"Might I Throw off the heat of that old wine, See the new morning mass the sky With fairy towers, line on line Find each mirage in the high air A symbol, not a dream again...",0.052,0.948,0.0,-0.1877
"But old monotony is there Endless avenues of rain.""",0.0,1.0,0.0,0.0
"Under the glass portcullis of a theatre Amory stood, watching the first great drops of rain splatter down and flatten to dark stains on the sidewalk.",0.0,0.854,0.146,0.6249
The air became gray and opalescent a solitary light suddenly outlined a window over the way then another light then a hundred more danced and glimmered into vision.,0.0,0.923,0.077,0.25
"Under his feet a thick, ironstudded skylight turned yellow in the street the lamps of the taxicabs sent out glistening sheens along the already black pavement.",0.0,1.0,0.0,0.0
"The unwelcome November rain had perversely stolen the day's last hour and pawned it with that ancient fence, the night.",0.349,0.651,0.0,-0.8442
"The silence of the theatre behind him ended with a curious snapping sound, followed by the heavy roaring of a rising crowd and the interlaced clatter of many voices.",0.0,0.919,0.081,0.3182
The matinee was over.,0.0,1.0,0.0,0.0
"He stood aside, edged a little into the rain to let the throng pass.",0.0,1.0,0.0,0.0
"A small boy rushed out, sniffed in the damp, fresh air and turned up the collar of his coat came three or four couples in a great hurry came a further scattering of people whose eyes as they emerged glanced invariably, first at the wet street, then at the rainfilled air, finally at the dismal sky last a dense, strolling mass that depressed him with its heavy odor compounded of the tobacco smell of the men and the fetid sensuousness of stale powder on women.",0.08,0.849,0.071,-0.2263
After the thick crowd came another scattering a stray halfdozen a man on crutches finally the rattling bang of folding seats inside announced that the ushers were at work.,0.0,1.0,0.0,0.0
New York seemed not so much awakening as turning over in its bed.,0.0,1.0,0.0,0.0
"Pallid men rushed by, pinching together their coatcollars a great swarm of tired, magpie girls from a departmentstore crowded along with shrieks of strident laughter, three to an umbrella a squad of marching policemen passed, already miraculously protected by oilskin capes.",0.062,0.722,0.217,0.8074
"The rain gave Amory a feeling of detachment, and the numerous unpleasant aspects of city life without money occurred to him in threatening procession.",0.232,0.714,0.054,-0.7184
"There was the ghastly, stinking crush of the subwaythe car cards thrusting themselves at one, leering out like dull bores who grab your arm with another story the querulous worry as to whether some one isn't leaning on you a man deciding not to give his seat to a woman, hating her for it the woman hating him for not doing it at worst a squalid phantasmagoria of breath, and old cloth on human bodies and the smells of the food men ateat best just peopletoo hot or too cold, tired, worried.",0.255,0.685,0.06,-0.9638
"He pictured the rooms where these people livedwhere the patterns of the blistered wallpapers were heavy reiterated sunflowers on green and yellow backgrounds, where there were tin bathtubs and gloomy hallways and verdureless, unnamable spaces in back of the buildings where even love dressed as seductiona sordid murder around the corner, illicit motherhood in the flat above.",0.098,0.837,0.065,-0.2732
"And always there was the economical stuffiness of indoor winter, and the long summers, nightmares of perspiration between sticky enveloping walls... dirty restaurants where careless, tired people helped themselves to sugar with their own used coffeespoons, leaving hard brown deposits in the bowl.",0.199,0.801,0.0,-0.8271
It was not so bad where there were only men or else only women it was when they were vilely herded that it all seemed so rotten.,0.129,0.762,0.109,-0.1674
It was some shame that women gave off at having men see them tired and poorit was some disgust that men had for women who were tired and poor.,0.398,0.602,0.0,-0.9423
"It was dirtier than any battlefield he had seen, harder to contemplate than any actual hardship moulded of mire and sweat and danger, it was an atmosphere wherein birth and marriage and death were loathsome, secret things.",0.313,0.687,0.0,-0.9274
"He remembered one day in the subway when a delivery boy had brought in a great funeral wreath of fresh flowers, how the smell of it had suddenly cleared the air and given every one in the car a momentary glow.",0.056,0.767,0.176,0.6486
"""I detest poor people,"" thought Amory suddenly.",0.341,0.659,0.0,-0.4767
"""I hate them for being poor.",0.63,0.37,0.0,-0.7783
"Poverty may have been beautiful once, but it's rotten now.",0.411,0.436,0.153,-0.631
It's the ugliest thing in the world.,0.388,0.612,0.0,-0.5859
"It's essentially cleaner to be corrupt and rich than it is to be innocent and poor.""",0.0,0.628,0.372,0.7717
He seemed to see again a figure whose significance had once impressed hima welldressed young man gazing from a club window on Fifth Avenue and saying something to his companion with a look of utter disgust.,0.1,0.767,0.133,0.0772
"Probably, thought Amory, what he said was ""My God!",0.0,0.77,0.23,0.3382
"Aren't people horrible!""",0.0,1.0,0.0,0.0
Never before in his life had Amory considered poor people.,0.256,0.744,0.0,-0.4767
He thought cynically how completely he was lacking in all human sympathy.,0.155,0.676,0.169,0.0516
"O. Henry had found in these people romance, pathos, love, hateAmory saw only coarseness, physical filth, and stupidity.",0.113,0.584,0.304,0.7096
He made no selfaccusations never any more did he reproach himself for feelings that were natural and sincere.,0.098,0.67,0.232,0.4588
"He accepted all his reactions as a part of him, unchangeable, unmoral.",0.0,0.826,0.174,0.2732
"This problem of poverty transformed, magnified, attached to some grander, more dignified attitude might some day even be his problem at present it roused only his profound distaste.",0.23,0.607,0.163,-0.3626
"He walked over to Fifth Avenue, dodging the blind, black menace of umbrellas, and standing in front of Delmonico's hailed an autobus.",0.268,0.662,0.07,-0.6597
"Buttoning his coat closely around him he climbed to the roof, where he rode in solitary state through the thin, persistent rain, stung into alertness by the cool moisture perpetually reborn on his cheek.",0.0,0.935,0.065,0.3182
"Somewhere in his mind a conversation began, rather resumed its place in his attention.",0.0,1.0,0.0,0.0
"It was composed not of two voices, but of one, which acted alike as questioner and answerer Question.Wellwhat's the situation?",0.0,1.0,0.0,0.0
Answer.That I have about twentyfour dollars to my name.,0.0,1.0,0.0,0.0
Q.You have the Lake Geneva estate.,0.0,1.0,0.0,0.0
A.But I intend to keep it.,0.0,1.0,0.0,0.0
Q.Can you live?,0.0,1.0,0.0,0.0
A.I can't imagine not being able to.,0.0,1.0,0.0,0.0
People make money in books and I've found that I can always do the things that people do in books.,0.0,1.0,0.0,0.0
Really they are the only things I can do.,0.0,1.0,0.0,0.0
Q.Be definite.,0.0,0.323,0.677,0.2732
A.I don't know what I'll donor have I much curiosity.,0.0,1.0,0.0,0.0
Tomorrow I'm going to leave New York for good.,0.108,0.631,0.261,0.4019
It's a bad town unless you're on top of it.,0.285,0.569,0.146,-0.4019
Q.Do you want a lot of money?,0.0,0.794,0.206,0.0772
A.No.,0.0,1.0,0.0,0.0
I am merely afraid of being poor.,0.383,0.617,0.0,-0.4767
Q.Very afraid?,0.0,1.0,0.0,0.0
A.Just passively afraid.,0.459,0.541,0.0,-0.1779
Q.Where are you drifting?,0.0,1.0,0.0,0.0
A.Don't ask me!,0.0,1.0,0.0,0.0
Q.Don't you care?,0.568,0.432,0.0,-0.3875
A.Rather.,0.0,1.0,0.0,0.0
I don't want to commit moral suicide.,0.717,0.283,0.0,-0.7657
Q.Have you no interests left?,0.306,0.417,0.278,-0.0516
A.None.,0.0,1.0,0.0,0.0
I've no more virtue to lose.,0.459,0.267,0.275,-0.2665
"Just as a cooling pot gives off heat, so all through youth and adolescence we give off calories of virtue.",0.0,0.865,0.135,0.4215
That's what's called ingenuousness.,0.0,1.0,0.0,0.0
Q.An interesting idea.,0.0,0.426,0.574,0.4019
"A.That's why a ""good man going wrong"" attracts people.",0.226,0.365,0.409,0.3612
They stand around and literally warm themselves at the calories of virtue he gives off.,0.0,0.734,0.266,0.5719
"Sarah makes an unsophisticated remark and the faces simper in delight""How innocent the poor child is!""",0.266,0.619,0.114,-0.4926
They're warming themselves at her virtue.,0.0,0.476,0.524,0.5267
But Sarah sees the simper and never makes that remark again.,0.0,1.0,0.0,0.0
Only she feels a little colder after that.,0.0,1.0,0.0,0.0
Q.All your calories gone?,0.0,1.0,0.0,0.0
A.All of them.,0.0,1.0,0.0,0.0
I'm beginning to warm myself at other people's virtue.,0.0,0.598,0.402,0.5719
Q.Are you corrupt?,0.0,1.0,0.0,0.0
A.I think so.,0.0,1.0,0.0,0.0
I'm not sure.,0.495,0.505,0.0,-0.2411
I'm not sure about good and evil at all any more.,0.523,0.477,0.0,-0.8302
Q.Is that a bad sign in itself?,0.412,0.588,0.0,-0.5423
A.Not necessarily.,0.0,1.0,0.0,0.0
Q.What would be the test of corruption?,0.0,1.0,0.0,0.0
"A.Becoming really insincerecalling myself ""not such a bad fellow,"" thinking I regretted my lost youth when I only envy the delights of losing it.",0.315,0.493,0.192,-0.4118
Youth is like having a big plate of candy.,0.0,0.737,0.263,0.3612
"Sentimentalists think they want to be in the pure, simple state they were in before they ate the candy.",0.0,0.85,0.15,0.25
They don't.,0.0,1.0,0.0,0.0
They just want the fun of eating it all over again.,0.0,0.662,0.338,0.5574
The matron doesn't want to repeat her girlhoodshe wants to repeat her honeymoon.,0.092,0.908,0.0,-0.0572
I don't want to repeat my innocence.,0.156,0.511,0.332,0.3352
I want the pleasure of losing it again.,0.224,0.345,0.431,0.34
Q.Where are you drifting?,0.0,1.0,0.0,0.0
"This dialogue merged grotesquely into his mind's most familiar statea grotesque blending of desires, worries, exterior impressions and physical reactions.",0.123,0.793,0.084,-0.2263
"One Hundred and Twentyseventh Streetor One Hundred and Thirtyseventh Street.... Two and three look alikeno, not much.",0.0,1.0,0.0,0.0
"Seat damp... are clothes absorbing wetness from seat, or seat absorbing dryness from clothes?...",0.0,1.0,0.0,0.0
"Sitting on wet substance gave appendicitis, so Froggy Parker's mother said.",0.0,1.0,0.0,0.0
"Well, he'd had itI'll sue the steamboat company, Beatrice said, and my uncle has a quarter interestdid Beatrice go to heaven?...",0.0,0.9,0.1,0.2732
"probably notHe represented Beatrice's immortality, also loveaffairs of numerous dead men who surely had never thought of him... if it wasn't appendicitis, influenza maybe.",0.147,0.753,0.099,-0.34
What?,0.0,1.0,0.0,0.0
One Hundred and Twentieth Street?,0.0,1.0,0.0,0.0
That must have been One Hundred and Twelfth back there.,0.0,1.0,0.0,0.0
One O Two instead of One Two Seven.,0.0,1.0,0.0,0.0
"Rosalind not like Beatrice, Eleanor like Beatrice, only wilder and brainier.",0.319,0.681,0.0,-0.4973
Apartments along here expensiveprobably hundred and fifty a monthmaybe two hundred.,0.0,1.0,0.0,0.0
Uncle had only paid hundred a month for whole great big house in Minneapolis.,0.0,0.745,0.255,0.6249
Questionwere the stairs on the left or right as you came in?,0.0,1.0,0.0,0.0
"Anyway, in 12 Univee they were straight back and to the left.",0.0,0.853,0.147,0.2263
"What a dirty riverwant to go down there and see if it's dirtyFrench rivers all brown or black, so were Southern rivers.",0.127,0.873,0.0,-0.4404
Twentyfour dollars meant four hundred and eighty doughnuts.,0.0,1.0,0.0,0.0
He could live on it three months and sleep in the park.,0.0,1.0,0.0,0.0
"Wonder where Jill wasJill Bayne, Fayne, Saynewhat the devilneck hurts, darned uncomfortable seat.",0.341,0.659,0.0,-0.6908
"No desire to sleep with Jill, what could Alec see in her?",0.148,0.671,0.181,0.128
Alec had a coarse taste in women.,0.0,1.0,0.0,0.0
"Own taste the best Isabelle, Clara, Rosalind, Eleanor, were allAmerican.",0.0,0.682,0.318,0.6369
"Eleanor would pitch, probably southpaw.",0.0,1.0,0.0,0.0
"Rosalind was outfield, wonderful hitter, Clara first base, maybe.",0.0,0.684,0.316,0.5719
Wonder what Humbird's body looked like now.,0.0,0.706,0.294,0.3612
"If he himself hadn't been bayonet instructor he'd have gone up to line three months sooner, probably been killed.",0.2,0.8,0.0,-0.6705
"Where's the darned bell The street numbers of Riverside Drive were obscured by the mist and dripping trees from anything but the swiftest scrutiny, but Amory had finally caught sight of oneOne Hundred and Twentyseventh Street.",0.0,1.0,0.0,0.0
"He got off and with no distinct destination followed a winding, descending sidewalk and came out facing the river, in particular a long pier and a partitioned litter of shipyards for miniature craft small launches, canoes, rowboats, and catboats.",0.059,0.941,0.0,-0.296
"He turned northward and followed the shore, jumped a small wire fence and found himself in a great disorderly yard adjoining a dock.",0.0,0.823,0.177,0.6249
The hulls of many boats in various stages of repair were around him he smelled sawdust and paint and the scarcely distinguishable fiat odor of the Hudson.,0.0,1.0,0.0,0.0
A man approached through the heavy gloom.,0.419,0.581,0.0,-0.5574
"""Hello,"" said Amory.",0.0,1.0,0.0,0.0
"""Got a pass?""",0.0,1.0,0.0,0.0
"""No.",0.0,1.0,0.0,0.0
"Is this private?""",0.0,1.0,0.0,0.0
"""This is the Hudson River Sporting and Yacht Club.""",0.0,1.0,0.0,0.0
"""Oh!",0.0,1.0,0.0,0.0
I didn't know.,0.0,1.0,0.0,0.0
"I'm just resting.""",0.0,1.0,0.0,0.0
"""Well"" began the man dubiously.",0.0,1.0,0.0,0.0
"""I'll go if you want me to.""",0.0,0.822,0.178,0.0772
The man made noncommittal noises in his throat and passed on.,0.0,1.0,0.0,0.0
Amory seated himself on an overturned boat and leaned forward thoughtfully until his chin rested in his hand.,0.0,0.731,0.269,0.7096
"""Misfortune is liable to make me a damn bad man,"" he said slowly.",0.383,0.617,0.0,-0.7351
"IN THE DROOPING HOURS While the rain drizzled on Amory looked futilely back at the stream of his life, all its glitterings and dirty shallows.",0.108,0.892,0.0,-0.4404
"To begin with, he was still afraidnot physically afraid any more, but afraid of people and prejudice and misery and monotony.",0.333,0.667,0.0,-0.8885
"Yet, deep in his bitter heart, he wondered if he was after all worse than this man or the next.",0.247,0.753,0.0,-0.7096
"He knew that he could sophisticate himself finally into saying that his own weakness was just the result of circumstances and environment that often when he raged at himself as an egotist something would whisper ingratiatingly ""No.",0.211,0.789,0.0,-0.8442
"Genius!""",0.0,1.0,0.0,0.0
"That was one manifestation of fear, that voice which whispered that he could not be both great and good, that genius was the exact combination of those inexplicable grooves and twists in his mind, that any discipline would curb it to mediocrity.",0.16,0.78,0.06,-0.5986
Probably more than any concrete vice or failing Amory despised his own personalityhe loathed knowing that tomorrow and the thousand days after he would swell pompously at a compliment and sulk at an ill word like a thirdrate musician or a firstclass actor.,0.231,0.66,0.109,-0.743
"He was ashamed of the fact that very simple and honest people usually distrusted him that he had been cruel, often, to those who had sunk their personalities in himseveral girls, and a man here and there through college, that he had been an evil influence on people who had followed him here and there into mental adventures from which he alone rebounded unscathed.",0.212,0.712,0.076,-0.8942
"Usually, on nights like this, for there had been many lately, he could escape from this consuming introspection by thinking of children and the infinite possibilities of childrenhe leaned and listened and he heard a startled baby awake in a house across the street and lend a tiny whimper to the still night.",0.032,0.888,0.079,0.3612
"Quick as a flash he turned away, wondering with a touch of panic whether something in the brooding despair of his mood had made a darkness in its tiny soul.",0.24,0.726,0.035,-0.7579
He shivered.,0.0,1.0,0.0,0.0
"What if some day the balance was overturned, and he became a thing that frightened children and crept into rooms in the dark, approached dim communion with those phantoms who whispered shadowy secrets to the mad of that dark continent upon the moon.... Amory smiled a bit.",0.118,0.814,0.068,-0.3818
"""You're too much wrapped up in yourself,"" he heard some one say.",0.0,1.0,0.0,0.0
"And again ""Get out and do some real work"" ""Stop worrying"" He fancied a possible future comment of his own.",0.213,0.787,0.0,-0.5574
"""YesI was perhaps an egotist in youth, but I soon found it made me morbid to think too much about myself.""",0.102,0.898,0.0,-0.2846
"Suddenly he felt an overwhelming desire to let himself go to the devilnot to go violently as a gentleman should, but to sink safely and sensuously out of sight.",0.072,0.745,0.183,0.5789
"He pictured himself in an adobe house in Mexico, halfreclining on a rugcovered couch, his slender, artistic fingers closed on a cigarette while he listened to guitars strumming melancholy undertones to an ageold dirge of Castile and an oliveskinned, carminelipped girl caressed his hair.",0.066,0.934,0.0,-0.4404
"Here he might live a strange litany, delivered from right and wrong and from the hound of heaven and from every God except the exotic Mexican one who was pretty slack himself and rather addicted to Oriental scentsdelivered from success and hope and poverty into that long chute of indulgence which led, after all, only to the artificial lake of death.",0.155,0.651,0.194,0.4767
"There were so many places where one might deteriorate pleasantly Port Said, Shanghai, parts of Turkestan, Constantinople, the South Seasall lands of sad, haunting music and many odors, where lust could be a mode and expression of life, where the shades of night skies and sunsets would seem to reflect only moods of passion the colors of lips and poppies.",0.078,0.83,0.092,0.2263
"STILL WEEDING Once he had been miraculously able to scent evil as a horse detects a broken bridge at night, but the man with the queer feet in Phoebe's room had diminished to the aura over Jill.",0.126,0.874,0.0,-0.5789
"His instinct perceived the fetidness of poverty, but no longer ferreted out the deeper evils in pride and sensuality.",0.356,0.534,0.11,-0.7845
There were no more wise men there were no more heroes Burne Holiday was sunk from sight as though he had never lived Monsignor was dead.,0.225,0.517,0.257,0.3071
"Amory had grown up to a thousand books, a thousand lies he had listened eagerly to people who pretended to know, who knew nothing.",0.11,0.787,0.102,-0.0516
"The mystical reveries of saints that had once filled him with awe in the still hours of night, now vaguely repelled him.",0.0,1.0,0.0,0.0
"The Byrons and Brookes who had defied life from mountain tops were in the end but flaneurs and poseurs, at best mistaking the shadow of courage for the substance of wisdom.",0.058,0.571,0.37,0.9451
"The pageantry of his disillusion took shape in a worldold procession of Prophets, Athenians, Martyrs, Saints, Scientists, Don Juans, Jesuits, Puritans, Fausts, Poets, Pacifists like costumed alumni at a college reunion they streamed before him as their dreams, personalities, and creeds had in turn thrown colored lights on his soul each had tried to express the glory of life and the tremendous significance of man each had boasted of synchronizing what had gone before into his own rickety generalities each had depended after all on the set stage and the convention of the theatre, which is that man in his hunger for faith will feed his mind with the nearest and most convenient food.",0.033,0.856,0.111,0.8625
"Womenof whom he had expected so much whose beauty he had hoped to transmute into modes of art whose unfathomable instincts, marvellously incoherent and inarticulate, he had thought to perpetuate in terms of experiencehad become merely consecrations to their own posterity.",0.0,0.854,0.146,0.7693
"Isabelle, Clara, Rosalind, Eleanor, were all removed by their very beauty, around which men had swarmed, from the possibility of contributing anything but a sick heart and a page of puzzled words to write.",0.171,0.762,0.067,-0.6064
